,date,id,content,username,like_count,retweet_count
32,2023-01-03 18:01:20+00:00,1610335516842508290,"#ERSNew #OpenAccess 🐣🔓

How do young Syrian male refugees respond to integration frameworks that perpetuate the categorical construction of dangerous and undesired refugee masculinities? @RikHuizinga 

Special Issue: Integration and #Intersectionality

https://t.co/M1xOnO2k8f https://t.co/AdtP4pIt95",ERSjournal,11,4
33,2023-01-03 16:41:25+00:00,1610315405934923778,"@jason_rothwell @ActivePatriotUK The fact is, they shouldn’t be getting anything, they’re not refugees, they are single male, economic migrants that have gone through multiple safe countries and paid thousands to get here, and in most cases I would put money on it got rid of their passport and ID.",simon4124,0,0
34,2023-01-03 15:17:36+00:00,1610294311857299458,"@Refugees what a crap. Most of them just want German money. 
90% male and highly aggressive.",AlbaReloaded,5,0
35,2023-01-03 14:46:24+00:00,1610286458795069440,"Our resenter Buoth Manyang interviewed Kakuma Refugee camp's brightest pupil of the year 2022.

• KCPE's leading male with 408 marks of 500 at 1 pm
• The leading female with 402 marks of 500 marks at 2 pm

You can listen to the podcasts on our website at https://t.co/I74oVcnc8i https://t.co/aHSxwW2ZGi",reffmkkradio,2,1
36,2023-01-03 14:25:23+00:00,1610281172801658886,"The Massacre of the Innocents is an incident in the nativity narrative of the Gospel of Matthew (2:16–18) in which Herod the Great, king of Judea, orders the execution of all male children who are two years old... and so Jesus had to scram and was indeed a refugee https://t.co/UR3B2z7mCS",heimaeyita,1,0
37,2023-01-03 14:15:28+00:00,1610278677815721985,Hanz has a lot of free time as he doesn't need to worry about satisfying his wife. The 1 million military-age male 'refugees' see to that. https://t.co/g3cWtltm6J,CerberusSock,1,0
38,2023-01-03 13:51:22+00:00,1610272610301902850,"@TheTyee Terrorism has compelled gov’ts to more closely assess risk. To suggest that anyone making a refugee claim, male or female, is not a risk is naive.",VoiceOf07623181,0,0
39,2023-01-03 13:41:34+00:00,1610270146643337217,"@bindelj @unherd Not one word describing the abusers of the young girls except ""males.""

Since it's impossible to ban Moslem Jihadi refugees because ...racism, perhaps we could just ban MALE refugees without the leftists exploding in rage.",Justsom99841785,0,0
40,2023-01-03 12:42:16+00:00,1610255221699084288,@mor09885020 GIMME GIMME YUM YUM TAXES I SHARE WITH LOCAL SINGLE MALE REFUGEES,smallhashy,0,0
41,2023-01-03 11:27:44+00:00,1610236462347190280,"He is the only male of his parents..💔
from the funeral of the child Adam Ayyad (15 years), who was killed at dawn in the Dheisheh refugee camp, by the bullets of the Israeli occupation forces.
#SRE

#GH2022 #BNB #anime #dogetrend #ETH #INCORVASSI #PriyAnkit  #TejRan #Poshmark https://t.co/odVfh7enMJ",AlshababRadio,7,9
42,2023-01-03 10:17:57+00:00,1610218901769703425,"@trvrbl @EULondonMark That's strange because France seems to be able to share middle aged, male refugees from Peaceful countries with us...........",leewightman12,0,0
43,2023-01-03 10:14:44+00:00,1610218093606801413,"@Conservatives Lol, 80,000+ illegal male economic migrants likely inc' serious criminals &amp; Islamic terror op's(see 'refugee' Abaaoud), landed by @UKBorder in Dover in 2 yrs (others landed on Kent coast &amp; disappeared) inc' 10,000+ Albanians(largest grp in UK prisons). Beyond appalling negligence",stevehmahoney,2,0
44,2023-01-03 09:50:01+00:00,1610211874674450434,"@Dougmacd9826 @sophielouisecc Nothing to do with Brexit is a fact we are being taken for a ride and the piss been taken out of us by single male economic  migrants, Again, no women and children, and this is common.These aren’t refugees in danger. Look at these guys they don’t exactly look traumatised to me. https://t.co/xIXxWpSEOP",simon4124,1,0
45,2023-01-03 09:34:26+00:00,1610207952723447810,Look how well multiculturalism is going for Germany. I can't understand why people have an issue with all these young male refugees from Albania. Poor guys just want a shot at a better life. GTFO https://t.co/Lx9ANZMs4h,fatstarpaul,0,0
46,2023-01-03 05:57:35+00:00,1610153378998255617,"@AmyMek Statistically speaking, 92,3% of the refugees has the same type: 18-45, male,islamist,  undocumented. Who stays and fight in their countries? Why the percentage of women and children is so low? We cannot stand more.",ggplusTG,3,0
47,2023-01-03 01:03:49+00:00,1610079450439323648,"Later in 2070, you have to use trash for currency. 
There are no more sick or infirm people, because they have all been killed.
The economy is human milk and seaweed farms. Homosexuality is mandatory, but every African refugee knows Javascript.
https://t.co/1o3ECOFH4j",Geoffiam,2,0
48,2023-01-03 00:43:16+00:00,1610074279588003842,@CitizenFreePres @lonesomefren Reminder - There is no such thing as a fighting age male “refugee”,AndorraFrog,4,0
49,2023-01-02 23:19:26+00:00,1610053181790355456,@Emmaocon96 @SeenEire You just made up BS to try and portray refugees as inherently more inclined to rape and murder. Your lies also suggest that male rape is worse than against females. It attempts to portray the rapists as somehow more deviant because it is gay. You are a disgusting person.,mrjpoo,0,0
50,2023-01-02 23:04:01+00:00,1610049301832695811,"@Emmaocon96 @DannyjpTaylor 200 MALES ARE 200 MALES WHEREVER THEY'RE FROM.  

I have a real problem when Irish males complain about refugee males.  That Irish male is dodgy as fck.

So now we'll have the Irish racists/rapists now making use of your tweet to cause hurt to refugees.",CalicoRo,0,0
51,2023-01-02 22:14:11+00:00,1610036762042048513,@ChrisHahn411 Confused .. are you referring to Roderick or the young male refugees?,Mick96017306,0,0
52,2023-01-02 19:58:03+00:00,1610002502392463361,"@ConsPost lol- @UKBorder has been landing as many as possible in Dover for past 2 years ...some 90,000 illegal mainly male ec' migrants, including serious criminals (see 10,000+ Albanians-already the largest foreign grp in UK prisons) &amp; likely Islamic terror op's (see 'refugee' Abaaoud)",stevehmahoney,9,2
53,2023-01-02 19:18:12+00:00,1609992473526538240,"@AmyMek @Ceven07200 The swedes aren't vetting them properly. Refugees and migrants should be prioritized based on those with FAMILY. This helps keep the young male trouble makers to a minimum, less running in packs, violence, etc.",HowNowB84345362,1,0
54,2023-01-02 18:58:49+00:00,1609987594179190791,"@THEJamesWhale Two months after a #racist firebombed a #refugee detention centre, the apologists in the media are back to dog-whistle racism

To the voice of white, male, privilege, casual racism is a change from #misogyny

Wait for the hand-wringing after future such attacks by enabled racists https://t.co/VwGsGPkIE6",HappenIwill,0,0
55,2023-01-02 16:58:52+00:00,1609957407492374535,"This male allegedly fled from Afghanistan after his family were killed

He likely travelled through 6 or 7 safe EU countries, only to almost drown in the English channel, why? 

Oh, apparently he is 12! 

#Refugees #immigrants #News23five https://t.co/LsbIN34BYB",NEWS23Five,0,0
56,2023-01-02 13:45:40+00:00,1609908787993010179,"@IrishTimes The question needs to be answered, what deal was done that resulted in bus loads of single male refugees being pumped into every town of Ireland? This can’t be the norm, the Irish people got behind the housing of Ukrainian women and children but something underhanded is afoot.",Angryfeckerirl,0,0
57,2023-01-02 13:14:52+00:00,1609901036231180288,WOW!!! ALL MALE REFUGEES ?????? WHAT ABOUT THE WOMEN AND CHILDREN ??? https://t.co/FPhBJxSJ1d,Beckers71,1,0
58,2023-01-02 12:00:01+00:00,1609882202715688961,"An empathetic emotionally responsive physical installation to highlight the life conditions of a refugee, but the headset we use is made only for male heads.",TransmediaGen,0,0
59,2023-01-02 11:06:22+00:00,1609868701154611200,"@JeremyVineOn5 what an arrogant male guest re refugees! It's the RIGHT for anybody to apply for asylum!!
Your lady is correct. There is no way the foreigners can legally apply, as the UK demands applications must be made on UK territory.
FYI Europe have taken x1000s more than UK",DeniseTross,0,0
60,2023-01-02 10:38:08+00:00,1609861593868763145,"@greenbottle99 @Creativeyoke @PaulByrne_1 @VirginMediaNews @gardainfo Well the biggest difference is that previously there were 140 Ukrainian refugees, women and children, who were staying at the hotel and there was never any trouble. They were moved out of there to accommodate 200 male asylum seekers.",FourFourRED,0,0
61,2023-01-02 10:36:14+00:00,1609861115353206785,"@rtenews We as a country need to properly gardai vetted people before coming to Ireland &amp; increase immigration security to prevent bringing in more foreign problems, also we should not be bringing in groups of male refugees into Ireland especially small towns.",PatrickBleno02,1,0
62,2023-01-02 02:58:29+00:00,1609745918802141185,"Looks like The Irish Refugee Council were right about these young male migrants. They do pose a real danger to children, in fact, they pose a real danger to everyone. Roderic O'Gorman will have a lot of blood on his hands unless he stops this plantation now #IrelandisFull",ChrisHahn411,202,35
63,2023-01-02 02:48:54+00:00,1609743507497046016,"@AmeliaBee7 The poor, unionised workers, women, refugees ... pretty much any one who isn't a white Conservative Christian male or their enablers",DayanthaWarnak1,0,0
64,2023-01-02 00:56:44+00:00,1609715280485269505,Zero notion about any of these MALE refugees that are common by the boat Load every day it will continue to get worse #Kilkenny https://t.co/pZlZLi1WWj,Keithd2988,1,0
65,2023-01-01 17:30:34+00:00,1609602997218349057,"@ArvoTasa @__hullabaloo_ What if it’s the male who was forced? Will the criminal female be judged as harshly as a male counterpart? I doubt it!  My advice?  Put in immediately for refugee status to immigrate to the United States. If that doesn’t work, get a plane to Mexico &amp; Biden welcomes you to walk in",MyClickInTime,1,0
66,2023-01-01 16:57:45+00:00,1609594741359779854,"@defendsurvivors 100% correct, my experience left me damaged but more confused about sexuality as a whole, my abuse occurred when I was 5, and I was not sexually active until I was 20. I thought I was homosexual because my abuser was a male. I did not understand that my abuser was abusing me 😕",politicalhomles,2,0
67,2023-01-01 15:50:19+00:00,1609577768169406464,"@covidscam3 @AmySpnwench @TheLiberal_ie From what I see the majority of male refugees entering Ireland are not from Ukraine.
But do not let that bother you",joebtipp,0,0
68,2023-01-01 15:44:28+00:00,1609576297113559040,"@IrishTimes 1000s of Ukrainian ""refugees"" went home for Christmas report that. 

Or that the average wage in Ukraine is €155.00 p/w 
And a single male/ female is getting €212 P/W  on the dole, with all overheads paid for.",madPat1916,9,0
69,2023-01-01 15:02:35+00:00,1609565758677188609,"@GanserState @Ebhlin4 @SadiqKhan The Syrian war was also a civil war and totally incomparable to Russia's invasion of Ukraine, although Russia has committed big atrocities there too. I believe that there were also probably a lot more male refugees from Syria for obvious reasons.",jdandrews78,1,0
70,2023-01-01 14:16:58+00:00,1609554278477086721,"@MarkPensarn Little wonder the male refugees attack and commit sexual assaults including rape when they arrive here in the UK, they must think it’s not a problem.",DouglasLaing6,2,0
71,2023-01-01 14:14:06+00:00,1609553557333630977,"@Aldi_Ireland Your Belgard shop is full of male refugees, I won’t shop there anymore, it feels uncomfortable and intimidating. Just so you know.",OppositeBro,0,0
72,2023-01-01 14:01:59+00:00,1609550507118571520,"I am sick of these morons saying that Aust has a problem with refugees, what Aust have a problem with is people who jump the queue &amp; economic climbers. The male architect who died in camp, he'd be alive if he worked at home &amp; now applied for skills visa @ABCaustralia #displaced",whateveryeahnah,0,0
73,2023-01-01 13:59:54+00:00,1609549983392600065,"@RituRathaur Terrorists use woman as shield, at other times woman are not even allowed to go outside house. If same community gets chance to enter European countries as refugees, it would appear like refugees from a male only society.",gurukulguy,0,0
74,2023-01-01 13:58:39+00:00,1609549667771060225,"@Steve92592444 Social media posts of hotel lounges, free meals and pocket money causes stampede of “all male” refugee families heading for the promised land of giveaway. No passports, no birth certificates, no identification documents and all under 16. Happy new year.",Sgt_Nitram,5,2
75,2023-01-01 10:42:41+00:00,1609500353300664320,"@tweetiespy2 @Trudipomfret @DrProudman @RickJon78125320 Get the chip off your shoulder there pal, @DrProudman doesn't spew hate against men, just points out sh***y male behaviour. I've been a doorman/bodyguard etc 20+ years, spent most of that adjusting toxic masculine behaviour including dealing with Tate fanboi MMA types with GHB.",Brexit_Refugee,1,0
76,2023-01-01 04:45:04+00:00,1609410354727075841,"@ellencarmichael I mean, if someone flees from one part of a country to another because the local despot in their home town has ordered the execution of their infant son (and every other newborn male) I think that might qualify as refugee status.",ParkerThayer,0,0
77,2022-12-31 23:45:49+00:00,1609335043708833793,"@SimonJonesNews the vast majority illegal male economic migrants including serious criminals (10,000+ Albanians, already the largest foreign grp in UK prisons &amp; Islamic terror op's eg see 'refugee' Abaaoud &amp; Fr victims)@RishiSunak @GOVUK appalling failure to protect our country &amp; citizens",stevehmahoney,2,1
78,2022-12-31 23:41:53+00:00,1609334054654205954,"@RishiSunak and most were illegal male economic migrants including serious criminals(10,000+ Albanians, already the largest foreign grp in UK prisons, &amp; Islamic terror op's, eg see 'refugee' Abaaoud &amp; Fr victims). Appalling failure to protect the people of this country ...... https://t.co/c4wgXIzVPO",stevehmahoney,1,2
79,2022-12-31 23:11:53+00:00,1609326507939467264,"@scottch01 @TerriGreenUSA @merelyjwright The ad implies that they were refugees in Bethlehem, they were not. They went to Bethlehem for the census and then fled to Egypt because Herod ordered the killing of all male children under the age of two. trying to related to illegal immigration in US just infuriating",FrancieShuder,4,0
80,2022-12-31 22:55:31+00:00,1609322387732066306,"For women:
-Vote for women
-Avoid religious candidates
-ensure your local laws protect abortion and contraception.  If they don’t, start a campaign
- Donate to women’s relief funds
-push govts to recognise male violence as an emergency 
-push for increased female refugee quotas https://t.co/m15NLrHV8F",duskywhalerkate,17,4
81,2022-12-31 14:30:07+00:00,1609195199561076737,"@ryan_jelinek @JiuJItsuAndre @santiagomayer_ In the USA/UK... tbf the central/Eastern European people I know still in that world don't buy into all that alpha-male internet BS, they just train.

How's it regarded in Asia?",Brexit_Refugee,0,0
82,2022-12-31 11:55:50+00:00,1609156373392113665,"@RishiSunak primary concern has been the invasion of 90,000+ illegal mainly male economic migrants (inc' serious criminals, see Albanians/UK prisons &amp; Islamic terror op's, see 'refugee' Abaaoud &amp; Fr fatalities) landed in Dover by @UKBorder for the past two+ years. You're a waste of space",stevehmahoney,2,0
83,2022-12-31 11:46:37+00:00,1609154052847288320,"Just in 🇨🇭 1/3 of the 75'000 refugees, or 25'000, are male! There are 5 Mio. 🇺🇦 refugees in Europe! 

The Ukrainian propaganda tries to downplay the large percentage of men, who desert and do not want to be cannon fodder in a proxy war between Russia and US/NATO! https://t.co/btrQEMrke0",swiss_lol,3,0
84,2022-12-31 11:41:50+00:00,1609152848620621824,"@AsianKlansMen @CoughlanBev @redmond76 @kmccomk Well if we go back to the article from that refugee woman weeks ago feeling unsafe in Eastwall...well one of the fake refugees male(s) done a Conor McGregor on one of the female refugees 

@rodericogorman",DavoKurlo,1,0
85,2022-12-31 10:47:17+00:00,1609139119606697985,"@museumsireland @RTEOne @RTEplayer @bazashmawy A woman in my area in one, advocating on the behalf of male refugees in our community...this is the same woman who with other residents opposed social housing and a chipper (?) in our area because they didn't want low life's around apparently,you seriously couldn't think it up 🤷🏻‍♀️",Ebhlin4,1,0
86,2022-12-31 05:40:20+00:00,1609061874624086016,"@javerias @Refugees @UNHumanRights What goes around comes around. Every human is worthy of respect: 
(49:13)""O humankind! We created you from a single (pair) of a male and a female, and made you into nations and tribes, that you may know each other (not that you may despise each other).”",Nasir_Shah65,0,0
87,2022-12-30 20:53:05+00:00,1608929188748365825,"&lt; #NeIsvoid  , #spoonies Youll want to read this 🧵on covid-linked autoimmune immune defiencies &gt; 

This syndrome skews older, male and &gt;&gt;clustsers with other autoimmunities&lt;&lt;

~ only shows up on ""neutralizing essays""",adamrocketblack,0,0
88,2022-12-30 20:29:06+00:00,1608923150271807489,"@Dominus1904 @DanGMonte @georgiokon Oric, then his men had fled Srebrenica (via an agreement with Mladic

It was mostly civilian male refugees who were killed. Besides, they didn't live in Srebrenica itself, but in the surrounding countryside.The purpose of the killing was to make the Muslims of the city disappear",AmirKf7,0,0
89,2022-12-30 20:08:03+00:00,1608917856082857985,"@natalieben vast majority being brought by @UKBorder to Dover daily are illegal male economic migrants inc' serious criminals(10,000+ Albanians this yr-see UK prisons) &amp; Islamic terror op's(see 'refugee' Abaaoud &amp; Fr fatalities); fail to remove them &amp; it will continue. You need to get real",stevehmahoney,0,0
90,2022-12-30 19:29:50+00:00,1608908237524570112,"@AmyMek The same in Canada.  Basically non are properly investigated.  Our murders, assaults, drug related crimes have sky rocketed mostly caused by third world male refugees.  Trudeau is allowing so many, we don’t have room in our health system, education or housing. Close the borders.",Spanard237,0,0
91,2022-12-30 18:59:55+00:00,1608900707842953216,"@NBTStuart @guyverhofstadt People drowned as a consequence of NGOs ferry-services. I worked with Afghan women in the field for two years, but question is; how comes that most afghan refugees seem to be of the male sex?",PMoesick,0,0
92,2022-12-30 13:21:42+00:00,1608815593695870976,"#Afghan women are now mostly restricted from working outside the home, they must cover their faces in public, and they have to be accompanied by a male chaperone when they travel. Furthermore, they continue to be subjected to multiple forms of gender-based violence. #HumanRights https://t.co/cjZ4zBLoY2",Refugees_Indon,0,0
93,2022-12-30 04:41:31+00:00,1608684686024540160,"@guardian @sarittle As a local, I have seen girls wearing boys' clothes to study or even work; this was done for a few reasons. First, her family may not have had male children, or at an early age, she may have been dressed as a boy.",Khan56418570,0,0
94,2022-12-30 01:48:53+00:00,1608641239016157185,"the autuchonous women were in some respects getting even with their male counterparts. 

Until it all came tumbling down as dirty Moors, amalgamated sons, Mongolian refugees, freed Slavs, and the Papacy (Christian nations) strategically took advantage of this disunity",naga_moro,6,3
95,2022-12-29 23:48:05+00:00,1608610841070555136,"real men don't violate women. real men take accountability for their actions. real men don't act like andrew tate. 

ps. i'm not a male feminist",NewsomRefugee,0,0
96,2022-12-29 22:35:29+00:00,1608592569700868096,@wfcbanksy Probably a mixture of the attendance and the fact there’s 150 male refugees housed in the hotel next to the ground,PeterWood82,0,0
97,2022-12-29 22:22:07+00:00,1608589207441903617,"@thegaywhostrayd @SydneyLWatson eli would immediately claim to be a biological male again then.

ps. i feel bad for jordan as trans women are more like her than eli. made the choice themselves without forcing it down everyone's throats",NewsomRefugee,0,0
98,2022-12-29 21:51:30+00:00,1608581500714487814,@US_Stormwatch @metoffice So cram the UK with illegal young male migrants.  Stop policing crime.  Demand more taxes and force people to take in refugees.  Also enforce killer vaccines to legal citizens but not illegals.  Charge way more in tax to stop the sun.   👏👏👏,DukeVaderPotts,0,0
99,2022-12-29 21:23:34+00:00,1608574472877142016,"@EfratPekado Oh, so long as you’re alright. Forget the women incarcerated with male sex offenders. The women fleeing male violence who have to suppress their fear to accommodate men in their refugee. The women who are having males take their places and scholarships in sport",bumbeanbannana,3,0
100,2022-12-29 20:02:24+00:00,1608554043647102976,"if mansplaining wasn't proof enough eli is a biological male, nothing is https://t.co/fsVt1hLhb8",NewsomRefugee,0,0
